#,用户,总分数,#1 NOIP2025GFA,#2 NOIP2025GFB,#3 NOIP2025GFC,#4 NOIP2025GFD
147,HA-0080,98,90,8,0,0
147,HA-0149,98,90,8,-,-
147,HA-0270,98,90,8,-,-
151,HA-0049,97,85,0,12,0
151,HA-0251,97,80,12,-,5
153,HA-0072,95,90,0,0,5
153,HA-0074,95,95,0,-,-
153,HA-0085,95,95,0,-,-
153,HA-0087,95,95,0,0,0
153,HA-0101,95,95,0,-,-
153,HA-0155,95,95,0,-,0
153,HA-0162,95,75,20,0,0
153,HA-0170,95,95,0,-,-
153,HA-0180,95,95,-,-,-
153,HA-0226,95,95,-,-,-
153,HA-0228,95,95,-,-,-
153,HA-0269,95,75,20,0,0
165,HA-0047,94,90,4,0,0
165,HA-0081,94,90,4,0,0
165,HA-0091,94,90,4,-,0
168,HA-0121,93,85,8,-,-
168,HA-0189,93,85,8,-,-
168,HA-0196,93,85,8,-,-
171,HA-0086,90,90,-,-,-
171,HA-0095,90,90,0,0,0
171,HA-0112,90,70,20,0,-
171,HA-0127,90,90,0,0,0
171,HA-0128,90,90,0,-,-
171,HA-0152,90,90,-,0,-
171,HA-0191,90,90,0,-,-
171,HA-0218,90,90,0,0,0
171,HA-0224,90,90,0,0,0
180,HA-0062,89,85,4,-,0
180,HA-0167,89,85,4,0,0
182,HA-0130,88,55,20,8,5
183,HA-0116,86,65,8,8,5
184,HA-0070,85,85,0,-,-
184,HA-0110,85,85,0,-,-
184,HA-0117,85,85,0,-,-
184,HA-0120,85,85,0,0,0
184,HA-0129,85,85,0,-,-
184,HA-0204,85,85,0,-,-
184,HA-0208,85,85,-,-,-
184,HA-0220,85,85,0,0,0
184,HA-0246,85,85,0,0,-
184,HA-0263,85,85,0,0,-
194,HA-0030,84,80,4,0,0
194,HA-0132,84,80,4,-,-
194,HA-0143,84,75,4,0,5
194,HA-0200,84,80,4,0,0
198,HA-0159,83,75,8,0,-
199,HA-0078,80,80,0,0,0
199,HA-0108,80,80,0,-,-
199,HA-0147,80,80,0,-,-
199,HA-0168,80,80,-,-,-
199,HA-0178,80,80,0,0,0
199,HA-0222,80,80,0,0,0
199,HA-0230,80,80,0,0,0
206,HA-0104,79,75,4,-,-
206,HA-0172,79,75,4,0,0
208,HA-0093,78,70,0,8,-
208,HA-0223,78,70,8,0,-
210,HA-0107,77,65,12,-,-
211,HA-0103,75,75,0,-,-
211,HA-0125,75,55,20,0,0
211,HA-0175,75,75,0,0,0
211,HA-0198,75,75,0,0,0
211,HA-0268,75,70,0,0,5
216,HA-0169,73,65,8,0,0
217,HA-0083,70,70,0,-,-
