#,用户,总分数,#1 NOIP2025GFA,#2 NOIP2025GFB,#3 NOIP2025GFC,#4 NOIP2025GFD
727,SD-0573,70,70,0,0,0
727,SD-0574,70,70,-,0,0
727,SD-0584,70,70,-,-,0
727,SD-0596,70,70,0,0,0
727,SD-0600,70,70,0,0,0
727,SD-0607,70,70,0,0,0
727,SD-0612,70,70,0,0,0
727,SD-0826,70,70,0,0,-
727,SD-0830,70,70,0,0,0
747,SD-0204,69,40,24,0,5
747,SD-0452,69,65,4,0,0
749,SD-0230,68,60,8,0,-
749,SD-0383,68,60,0,8,0
751,SD-0341,65,65,0,-,0
751,SD-0455,65,65,0,0,-
751,SD-0462,65,65,0,0,0
751,SD-0504,65,65,0,0,0
751,SD-0528,65,65,0,0,0
751,SD-0539,65,65,0,0,0
751,SD-0553,65,65,0,0,-
751,SD-0587,65,65,0,0,0
751,SD-0590,65,65,0,0,0
751,SD-0800,65,65,0,0,0
