#,用户,总分数,#1 NOIP2025GFA,#2 NOIP2025GFB,#3 NOIP2025GFC,#4 NOIP2025GFD
761,SD-0765,63,55,8,0,0
762,SD-0384,60,60,0,0,-
762,SD-0477,60,60,0,0,0
762,SD-0505,60,60,0,0,0
762,SD-0562,60,60,0,-,-
762,SD-0570,60,60,0,0,0
762,SD-0571,60,40,20,0,-
762,SD-0812,60,60,0,-,-
769,SD-0027,59,55,4,-,0
769,SD-0521,59,35,24,0,0
771,SD-0465,57,45,0,12,0
772,SD-0403,55,35,20,0,-
772,SD-0439,55,55,0,-,-
772,SD-0451,55,55,0,0,0
772,SD-0603,55,55,0,0,-
772,SD-0654,55,55,0,-,-
772,SD-0764,55,55,0,0,0
778,SD-0708,53,40,8,0,5
779,SD-0413,50,50,0,0,0
779,SD-0524,50,50,0,0,0
779,SD-0564,50,50,0,0,0
779,SD-0822,50,50,0,0,0
779,SD-0825,50,50,0,0,-
784,SD-0779,46,25,8,8,5
784,SD-0827,46,30,16,-,-
786,SD-0399,40,40,0,0,0
786,SD-0423,40,35,0,0,5
786,SD-0566,40,40,0,0,0
786,SD-0588,40,40,0,0,0
790,SD-0788,37,25,12,-,0
791,SD-0214,36,0,20,16,0
792,SD-0364,35,35,0,-,-
792,SD-0490,35,35,0,0,0
794,SD-0448,30,30,0,-,0
794,SD-0470,30,30,0,0,0
796,SD-0595,29,25,4,0,0
797,SD-0802,27,15,0,12,0
798,SD-0531,25,0,20,0,5
798,SD-0551,25,25,0,0,0
800,SD-0473,24,0,24,-,-
800,SD-0663,24,0,24,-,0
802,SD-0391,23,15,8,0,0
803,SD-0507,22,10,12,0,0
804,SD-0525,20,20,0,0,0
804,SD-0589,20,20,0,0,0
804,SD-0611,20,0,20,0,0
804,SD-0770,20,20,0,0,0
808,SD-0342,15,15,0,0,0
808,SD-0373,15,15,0,0,0
808,SD-0544,15,15,0,0,0
808,SD-0560,15,15,0,0,0
808,SD-0582,15,15,0,0,0
808,SD-0597,15,15,0,0,0
814,SD-0680,13,0,8,0,5
815,SD-0572,10,10,-,-,-
816,SD-0193,8,0,0,8,-
817,SD-0357,4,0,4,0,0
817,SD-0445,4,0,4,0,-
817,SD-0580,4,0,4,-,0
820,SD-0136,0,0,0,0,-
820,SD-0267,0,0,0,0,0
820,SD-0374,0,0,0,0,-
820,SD-0486,0,0,0,0,0
820,SD-0509,0,0,0,-,0
820,SD-0556,0,-,0,0,0
820,SD-0575,0,0,0,0,0
820,SD-0576,0,0,0,-,-
820,SD-0601,0,0,0,0,0
820,SD-0774,0,0,0,0,0
