#,用户,总分数,#1 NOIP2025GFA,#2 NOIP2025GFB,#3 NOIP2025GFC,#4 NOIP2025GFD
276,HN-0035,100,100,0,0,0
276,HN-0054,100,100,0,0,-
276,HN-0087,100,100,0,0,-
276,HN-0088,100,100,-,0,-
276,HN-0094,100,100,0,-,-
276,HN-0110,100,100,0,0,-
276,HN-0153,100,100,0,0,0
276,HN-0180,100,100,0,0,0
276,HN-0201,100,100,0,0,0
276,HN-0216,100,100,0,0,0
276,HN-0228,100,100,0,0,0
276,HN-0267,100,100,0,0,-
276,HN-0359,100,100,0,-,-
276,HN-0381,100,100,0,-,-
276,HN-0383,100,100,0,-,0
276,HN-0408,100,100,0,0,-
276,HN-0425,100,100,-,-,-
276,HN-0429,100,95,0,0,5
276,HN-0434,100,100,0,0,0
276,HN-0437,100,100,0,0,0
276,HN-0460,100,100,0,0,0
297,HN-0082,99,90,4,0,5
297,HN-0128,99,95,4,0,0
297,HN-0175,99,95,4,-,-
297,HN-0179,99,75,20,4,0
297,HN-0197,99,95,4,0,-
297,HN-0448,99,70,24,0,5
303,HN-0119,98,85,8,-,5
303,HN-0154,98,90,8,0,0
303,HN-0374,98,85,8,0,5
303,HN-0432,98,90,0,8,-
307,HN-0406,97,85,4,8,0
308,HN-0465,96,75,8,8,5
309,HN-0117,95,95,0,0,-
309,HN-0155,95,95,0,0,-
309,HN-0167,95,95,0,0,0
309,HN-0192,95,95,0,-,-
309,HN-0200,95,70,20,0,5
309,HN-0222,95,75,20,-,-
309,HN-0244,95,95,0,-,0
309,HN-0248,95,95,0,0,0
309,HN-0255,95,95,0,-,-
309,HN-0277,95,95,0,0,-
309,HN-0415,95,95,0,0,0
309,HN-0430,95,70,20,0,5
309,HN-0440,95,95,0,-,-
309,HN-0458,95,95,0,0,0
323,HN-0112,94,90,4,0,-
323,HN-0116,94,85,4,-,5
323,HN-0229,94,90,4,0,0
323,HN-0235,94,70,24,0,0
327,HN-0143,93,85,8,0,0
327,HN-0454,93,80,0,8,5
329,HN-0046,90,90,0,0,0
329,HN-0138,90,85,0,0,5
329,HN-0158,90,90,0,0,0
329,HN-0212,90,90,0,-,-
329,HN-0217,90,90,0,0,0
329,HN-0303,90,90,0,0,0
329,HN-0356,90,65,20,0,5
329,HN-0407,90,65,20,0,5
329,HN-0417,90,65,12,8,5
329,HN-0420,90,70,20,-,0
329,HN-0480,90,90,-,0,-
340,HN-0109,89,65,0,24,-
340,HN-0157,89,85,4,0,-
340,HN-0461,89,85,4,0,-
343,HN-0178,88,80,8,0,0
344,HN-0164,85,85,0,0,0
344,HN-0166,85,85,0,-,-
344,HN-0211,85,85,0,0,0
344,HN-0289,85,85,0,0,0
344,HN-0370,85,85,-,0,-
344,HN-0452,85,85,0,0,0
344,HN-0463,85,65,20,0,0
344,HN-0481,85,85,-,-,-
352,HN-0290,83,75,8,0,0
353,HN-0424,82,65,12,0,5
354,HN-0146,80,80,0,0,0
354,HN-0189,80,80,0,0,0
354,HN-0199,80,60,20,0,-
354,HN-0207,80,80,0,-,0
354,HN-0208,80,80,0,-,0
354,HN-0232,80,75,0,0,5
354,HN-0242,80,80,0,-,-
354,HN-0360,80,80,-,-,-
354,HN-0401,80,55,20,0,5
354,HN-0468,80,80,0,-,-
354,HN-0470,80,80,0,0,-
365,HN-0149,78,70,8,0,0
366,HN-0051,76,0,60,16,0
367,HN-0050,75,75,0,0,-
367,HN-0113,75,75,0,-,-
367,HN-0231,75,75,0,-,-
367,HN-0240,75,75,0,0,-
367,HN-0282,75,75,0,0,0
372,HN-0185,74,70,4,-,0
373,HN-0209,70,70,0,0,0
373,HN-0210,70,70,0,0,0
373,HN-0214,70,70,0,-,-
373,HN-0218,70,70,0,-,0
373,HN-0221,70,70,0,0,0
373,HN-0237,70,70,0,0,0
373,HN-0241,70,70,0,-,-
373,HN-0271,70,70,0,0,0
373,HN-0272,70,70,0,0,0
373,HN-0283,70,70,0,0,0
373,HN-0293,70,70,0,0,-
