#,用户,总分数,#1 NOIP2025GFA,#2 NOIP2025GFB,#3 NOIP2025GFC,#4 NOIP2025GFD
103,CQ-0021,182,100,32,40,10
104,CQ-0064,181,100,8,48,25
105,CQ-0260,180,100,44,16,20
106,CQ-0041,179,100,24,40,15
106,CQ-0058,179,95,28,16,40
106,CQ-0291,179,100,24,40,15
109,CQ-0328,177,100,72,0,5
110,CQ-0131,176,90,48,8,30
110,CQ-0327,176,100,20,16,40
112,CQ-0304,174,100,28,16,30
113,CQ-0073,173,100,20,48,5
113,CQ-0074,173,100,28,40,5
115,CQ-0053,172,100,8,24,40
115,CQ-0349,172,100,72,-,-
117,CQ-0028,171,100,48,8,15
117,CQ-0043,171,90,28,48,5
