#,用户,总分数,#1 NOIP2025GFA,#2 NOIP2025GFB,#3 NOIP2025GFC,#4 NOIP2025GFD
398,BJ-0073,100,100,0,0,0
398,BJ-0082,100,100,-,0,-
398,BJ-0087,100,100,0,0,0
398,BJ-0091,100,100,0,-,-
398,BJ-0118,100,100,0,-,-
398,BJ-0120,100,100,0,-,-
398,BJ-0178,100,100,0,0,-
398,BJ-0195,100,100,0,-,-
398,BJ-0214,100,100,0,0,-
398,BJ-0219,100,100,0,0,-
398,BJ-0236,100,100,0,-,-
398,BJ-0243,100,100,0,0,-
398,BJ-0244,100,100,-,0,-
398,BJ-0260,100,100,0,-,-
398,BJ-0273,100,100,0,-,-
398,BJ-0301,100,100,-,-,-
398,BJ-0308,100,100,0,0,-
398,BJ-0309,100,100,-,-,-
398,BJ-0349,100,100,-,0,-
398,BJ-0351,100,100,0,-,-
398,BJ-0361,100,100,-,-,-
398,BJ-0374,100,100,0,-,-
398,BJ-0379,100,100,0,-,-
398,BJ-0414,100,100,0,0,0
398,BJ-0437,100,100,0,-,0
398,BJ-0440,100,100,0,-,0
398,BJ-0459,100,95,0,-,5
398,BJ-0462,100,100,0,0,0
398,BJ-0490,100,100,0,-,-
398,BJ-0527,100,100,0,0,-
398,BJ-0537,100,100,0,0,-
398,BJ-0588,100,100,0,0,-
398,BJ-0589,100,100,0,-,-
398,BJ-0592,100,100,0,0,0
398,BJ-0597,100,100,0,0,0
398,BJ-0625,100,100,-,-,-
398,BJ-0635,100,100,0,-,-
398,BJ-0638,100,100,0,0,0
398,BJ-0653,100,100,0,0,-
398,BJ-0666,100,100,0,-,-
398,BJ-0692,100,100,0,0,-
442,BJ-0166,99,95,4,0,0
442,BJ-0172,99,75,24,0,-
442,BJ-0181,99,95,4,-,0
442,BJ-0397,99,70,24,0,5
442,BJ-0399,99,95,4,-,0
442,BJ-0421,99,95,4,0,0
442,BJ-0453,99,95,4,-,-
442,BJ-0478,99,95,4,-,0
442,BJ-0636,99,95,4,-,-
451,BJ-0109,98,90,8,0,0
451,BJ-0217,98,50,48,-,-
451,BJ-0233,98,90,8,0,-
451,BJ-0322,98,90,8,-,-
451,BJ-0428,98,65,20,8,5
451,BJ-0548,98,90,8,0,-
457,BJ-0306,97,85,12,0,0
457,BJ-0603,97,85,12,0,0
459,BJ-0093,95,95,0,0,-
459,BJ-0123,95,90,-,-,5
459,BJ-0165,95,95,0,0,0
459,BJ-0190,95,95,0,-,-
459,BJ-0196,95,95,0,-,0
459,BJ-0208,95,95,0,0,0
459,BJ-0220,95,95,0,-,-
459,BJ-0230,95,95,-,-,0
