#,用户,总分数,#1 NOIP2025GFA,#2 NOIP2025GFB,#3 NOIP2025GFC,#4 NOIP2025GFD
237,FJ-0103,116,95,8,8,5
237,FJ-0182,116,95,4,12,5
237,FJ-0216,116,100,16,0,0
237,FJ-0255,116,100,16,-,0
237,FJ-0492,116,100,8,8,0
237,FJ-0542,116,100,0,16,-
243,FJ-0043,115,90,20,0,5
243,FJ-0316,115,95,20,-,0
243,FJ-0346,115,95,20,0,-
243,FJ-0354,115,95,20,-,-
243,FJ-0478,115,95,20,0,0
243,FJ-0539,115,100,0,-,15
243,FJ-0550,115,90,20,0,5
243,FJ-0576,115,95,20,0,0
243,FJ-0611,115,95,20,0,0
252,FJ-0160,114,85,0,24,5
252,FJ-0194,114,90,24,0,0
252,FJ-0211,114,90,0,24,-
252,FJ-0247,114,90,24,0,0
256,FJ-0054,113,100,8,-,5
256,FJ-0092,113,100,0,8,5
256,FJ-0144,113,80,20,8,5
256,FJ-0174,113,80,28,0,5
256,FJ-0309,113,100,8,0,5
256,FJ-0329,113,100,8,0,5
256,FJ-0570,113,100,8,0,5
256,FJ-0580,113,100,8,0,5
256,FJ-0592,113,100,8,0,5
256,FJ-0613,113,100,0,8,5
266,FJ-0060,112,100,12,0,-
266,FJ-0105,112,100,8,4,0
266,FJ-0283,112,100,4,8,0
266,FJ-0324,112,100,0,12,-
266,FJ-0335,112,100,12,-,-
266,FJ-0349,112,100,12,0,0
266,FJ-0596,112,100,4,8,-
273,FJ-0095,111,95,8,8,0
273,FJ-0099,111,95,8,8,-
273,FJ-0208,111,90,8,8,5
273,FJ-0234,111,70,28,8,5
273,FJ-0269,111,95,8,8,0
273,FJ-0361,111,95,16,0,0
273,FJ-0461,111,90,16,0,5
280,FJ-0138,110,90,20,-,-
280,FJ-0192,110,90,20,0,-
280,FJ-0259,110,90,20,0,0
280,FJ-0529,110,85,20,0,5
284,FJ-0058,109,100,4,0,5
284,FJ-0170,109,100,4,0,5
284,FJ-0313,109,85,24,0,0
284,FJ-0599,109,100,4,0,5
288,FJ-0062,108,100,8,0,0
288,FJ-0071,108,100,8,0,0
288,FJ-0072,108,95,8,-,5
288,FJ-0111,108,100,8,0,0
288,FJ-0128,108,100,8,0,0
288,FJ-0162,108,100,8,0,0
288,FJ-0209,108,95,8,0,5
288,FJ-0222,108,95,8,-,5
288,FJ-0232,108,100,8,0,0
288,FJ-0260,108,100,8,0,-
288,FJ-0263,108,100,0,8,0
288,FJ-0275,108,80,28,-,-
288,FJ-0311,108,100,8,0,0
288,FJ-0352,108,80,20,8,0
288,FJ-0385,108,100,8,0,0
288,FJ-0469,108,100,8,0,0
288,FJ-0563,108,100,8,0,0
288,FJ-0575,108,100,0,8,0
288,FJ-0584,108,100,8,0,0
288,FJ-0612,108,100,8,0,-
308,FJ-0039,107,95,0,12,-
308,FJ-0236,107,95,0,12,0
308,FJ-0300,107,95,12,0,0
308,FJ-0558,107,95,12,-,-
308,FJ-0568,107,70,20,12,5
313,FJ-0110,105,100,0,0,5
313,FJ-0175,105,80,20,0,5
313,FJ-0393,105,100,0,-,5
313,FJ-0600,105,100,0,-,5
317,FJ-0036,104,100,4,-,0
317,FJ-0171,104,100,4,0,0
317,FJ-0246,104,100,4,0,0
317,FJ-0336,104,100,4,0,0
317,FJ-0360,104,95,4,0,5
317,FJ-0383,104,100,4,0,0
317,FJ-0386,104,100,4,0,0
317,FJ-0396,104,100,4,0,0
317,FJ-0398,104,100,4,-,-
317,FJ-0411,104,100,4,-,-
317,FJ-0460,104,100,4,0,0
317,FJ-0501,104,100,4,0,0
317,FJ-0518,104,100,4,0,-
317,FJ-0594,104,100,4,0,0
331,FJ-0065,103,95,0,8,-
331,FJ-0178,103,80,8,0,15
331,FJ-0183,103,95,8,0,-
331,FJ-0195,103,95,0,8,0
331,FJ-0257,103,75,28,0,0
331,FJ-0424,103,95,8,0,0
331,FJ-0581,103,95,8,0,0
331,FJ-0585,103,95,8,0,0
331,FJ-0590,103,90,8,0,5
331,FJ-0607,103,90,8,0,5
341,FJ-0176,102,90,12,0,-
341,FJ-0364,102,90,12,0,0
343,FJ-0415,101,85,0,16,0
344,FJ-0069,100,100,0,0,0
344,FJ-0074,100,100,0,0,-
344,FJ-0094,100,100,0,-,0
344,FJ-0129,100,100,0,0,0
344,FJ-0148,100,100,0,0,0
344,FJ-0154,100,100,0,0,0
344,FJ-0167,100,100,0,0,0
344,FJ-0187,100,100,0,0,0
344,FJ-0199,100,100,0,0,0
344,FJ-0206,100,100,0,0,0
344,FJ-0210,100,95,0,0,5
344,FJ-0219,100,100,0,-,-
344,FJ-0226,100,100,0,0,0
344,FJ-0233,100,100,0,0,0
344,FJ-0241,100,100,0,-,-
344,FJ-0250,100,100,0,0,0
344,FJ-0256,100,100,0,0,0
344,FJ-0272,100,100,0,0,0
344,FJ-0289,100,100,0,0,0
344,FJ-0290,100,100,0,0,0
344,FJ-0307,100,100,0,0,0
344,FJ-0318,100,100,0,-,0
344,FJ-0322,100,100,0,-,-
344,FJ-0337,100,100,0,0,0
344,FJ-0350,100,95,0,0,5
344,FJ-0368,100,100,0,0,0
344,FJ-0374,100,100,0,0,0
344,FJ-0377,100,100,0,0,-
344,FJ-0428,100,100,0,-,-
344,FJ-0459,100,100,0,0,0
344,FJ-0476,100,100,0,0,0
344,FJ-0481,100,100,0,-,-
344,FJ-0510,100,100,0,0,0
344,FJ-0524,100,100,0,0,0
344,FJ-0530,100,100,0,0,0
344,FJ-0544,100,100,0,0,0
344,FJ-0545,100,100,0,0,0
344,FJ-0561,100,75,20,0,5
344,FJ-0569,100,100,0,0,-
344,FJ-0593,100,100,0,0,0
384,FJ-0122,99,95,4,0,0
384,FJ-0271,99,95,4,-,-
386,FJ-0339,98,90,8,0,0
386,FJ-0502,98,70,20,8,0
386,FJ-0528,98,85,8,-,5
386,FJ-0560,98,90,8,0,-
390,FJ-0193,97,85,0,12,0
390,FJ-0217,97,85,12,0,0
390,FJ-0597,97,65,32,0,0
393,FJ-0119,95,90,0,0,5
393,FJ-0140,95,95,0,-,-
393,FJ-0184,95,75,20,0,-
393,FJ-0228,95,95,0,0,0
393,FJ-0230,95,75,20,0,0
393,FJ-0274,95,95,0,-,0
393,FJ-0299,95,90,-,-,5
393,FJ-0338,95,75,8,12,-
393,FJ-0348,95,95,0,0,0
393,FJ-0369,95,95,0,0,0
393,FJ-0376,95,95,0,0,0
393,FJ-0397,95,95,0,0,0
393,FJ-0406,95,90,0,0,5
393,FJ-0484,95,95,0,0,0
393,FJ-0500,95,95,0,0,-
393,FJ-0572,95,95,0,0,-
393,FJ-0589,95,95,0,0,0
393,FJ-0609,95,95,0,0,0
411,FJ-0245,94,90,4,0,-
411,FJ-0405,94,90,4,0,0
413,FJ-0130,93,85,8,0,0
413,FJ-0251,93,80,8,0,5
413,FJ-0373,93,85,8,-,-
413,FJ-0565,93,85,8,0,0
417,FJ-0293,92,75,12,0,5
417,FJ-0587,92,60,32,0,0
419,FJ-0535,91,45,8,8,30
420,FJ-0041,90,90,0,-,0
420,FJ-0124,90,90,0,0,0
420,FJ-0145,90,90,0,0,0
420,FJ-0156,90,90,0,0,0
420,FJ-0201,90,90,0,0,-
420,FJ-0205,90,90,0,0,0
420,FJ-0207,90,90,0,0,0
420,FJ-0253,90,90,0,0,-
420,FJ-0258,90,90,0,-,-
420,FJ-0262,90,90,0,0,0
420,FJ-0280,90,90,0,0,0
420,FJ-0291,90,90,0,-,-
420,FJ-0312,90,90,0,0,0
420,FJ-0332,90,90,0,0,0
420,FJ-0414,90,90,0,0,-
420,FJ-0419,90,70,8,12,-
420,FJ-0431,90,90,0,0,0
420,FJ-0547,90,85,0,0,5
420,FJ-0564,90,70,20,0,-
420,FJ-0606,90,70,20,0,0
440,FJ-0153,89,85,4,0,-
440,FJ-0168,89,85,4,0,0
440,FJ-0320,89,85,4,0,0
440,FJ-0371,89,65,24,0,0
440,FJ-0513,89,85,4,0,-
440,FJ-0517,89,85,4,0,0
446,FJ-0365,88,80,8,0,0
446,FJ-0521,88,80,8,0,0
446,FJ-0548,88,80,0,8,0
449,FJ-0213,87,75,0,12,0
449,FJ-0343,87,70,12,0,5
449,FJ-0615,87,75,0,12,0
452,FJ-0028,85,85,0,-,-
452,FJ-0181,85,85,0,0,0
452,FJ-0202,85,85,0,0,-
452,FJ-0224,85,65,20,0,0
452,FJ-0268,85,85,0,0,-
452,FJ-0292,85,65,20,0,0
452,FJ-0355,85,85,0,0,0
452,FJ-0416,85,85,0,0,0
452,FJ-0495,85,85,0,0,0
452,FJ-0556,85,85,0,0,0
452,FJ-0610,85,85,0,0,0
463,FJ-0097,84,80,4,0,0
463,FJ-0347,84,60,24,0,0
463,FJ-0436,84,80,4,-,0
466,FJ-0083,83,55,28,-,-
466,FJ-0163,83,75,0,8,-
466,FJ-0298,83,75,0,8,0
466,FJ-0574,83,75,8,-,-
470,FJ-0344,82,70,12,0,0
470,FJ-0442,82,70,-,12,-
472,FJ-0279,81,65,0,16,0
473,FJ-0123,80,80,0,0,0
473,FJ-0248,80,80,0,0,0
473,FJ-0261,80,80,0,0,0
473,FJ-0281,80,80,0,0,0
473,FJ-0285,80,80,0,0,0
473,FJ-0314,80,80,0,0,0
473,FJ-0328,80,80,0,0,0
473,FJ-0358,80,80,0,0,0
473,FJ-0378,80,80,0,0,0
473,FJ-0384,80,75,0,0,5
473,FJ-0389,80,80,0,0,0
473,FJ-0391,80,80,0,-,-
473,FJ-0400,80,80,-,-,-
473,FJ-0531,80,75,0,0,5
487,FJ-0225,79,75,4,-,0
487,FJ-0319,79,75,0,4,-
487,FJ-0363,79,50,24,0,5
490,FJ-0136,78,70,8,0,0
490,FJ-0441,78,70,0,8,0
490,FJ-0541,78,70,8,0,0
493,FJ-0287,76,60,8,8,0
494,FJ-0147,75,55,20,0,0
494,FJ-0165,75,75,0,-,0
494,FJ-0186,75,55,20,-,0
494,FJ-0188,75,75,0,0,0
494,FJ-0190,75,70,0,0,5
494,FJ-0221,75,75,0,0,0
494,FJ-0237,75,75,0,-,-
494,FJ-0243,75,70,0,0,5
494,FJ-0264,75,75,0,0,0
494,FJ-0302,75,75,0,0,0
494,FJ-0310,75,75,0,-,-
494,FJ-0341,75,70,-,0,5
494,FJ-0380,75,75,0,0,-
494,FJ-0382,75,75,0,0,0
494,FJ-0412,75,75,0,0,0
494,FJ-0425,75,75,0,0,0
494,FJ-0437,75,75,0,0,0
494,FJ-0443,75,70,0,0,5
494,FJ-0543,75,75,0,0,0
513,FJ-0238,74,70,4,0,-
513,FJ-0567,74,70,4,0,0
515,FJ-0118,73,65,8,0,0
515,FJ-0362,73,65,8,0,-
515,FJ-0404,73,65,-,8,-
518,FJ-0173,70,70,0,0,0
518,FJ-0185,70,70,0,0,0
518,FJ-0265,70,70,0,0,0
518,FJ-0276,70,70,-,0,-
518,FJ-0286,70,70,0,-,-
518,FJ-0315,70,70,0,0,-
518,FJ-0327,70,70,0,-,-
518,FJ-0357,70,70,0,-,0
518,FJ-0366,70,70,0,0,0
518,FJ-0370,70,50,20,0,0
518,FJ-0387,70,70,0,0,0
518,FJ-0390,70,70,0,0,-
518,FJ-0403,70,70,0,0,0
518,FJ-0434,70,70,-,-,-
518,FJ-0435,70,70,0,0,0
518,FJ-0451,70,70,0,-,0
518,FJ-0618,70,70,0,0,0
535,FJ-0372,69,65,4,0,0
536,FJ-0177,65,65,0,-,0
536,FJ-0249,65,65,0,0,0
536,FJ-0288,65,65,0,0,0
536,FJ-0330,65,65,0,-,0
536,FJ-0340,65,65,0,0,0
536,FJ-0345,65,65,0,0,0
536,FJ-0375,65,65,0,-,-
536,FJ-0392,65,65,0,0,0
536,FJ-0399,65,65,0,-,-
536,FJ-0409,65,65,0,0,0
536,FJ-0417,65,65,0,0,0
536,FJ-0418,65,65,0,-,-
536,FJ-0427,65,65,0,0,0
536,FJ-0617,65,65,0,0,0
550,FJ-0306,64,60,4,-,-
550,FJ-0616,64,60,4,0,0
552,FJ-0070,63,55,8,0,0
553,FJ-0267,60,60,-,-,-
553,FJ-0273,60,60,0,0,0
553,FJ-0282,60,60,0,0,0
553,FJ-0326,60,60,0,0,0
553,FJ-0356,60,40,20,0,0
558,FJ-0157,55,55,0,0,-
558,FJ-0189,55,55,0,0,0
558,FJ-0214,55,55,0,-,-
558,FJ-0305,55,55,0,0,-
558,FJ-0359,55,55,0,0,0
558,FJ-0379,55,55,0,0,0
558,FJ-0388,55,55,0,0,-
558,FJ-0408,55,55,0,0,0
558,FJ-0438,55,55,0,0,0
558,FJ-0452,55,55,0,0,0
568,FJ-0519,52,40,4,8,0
569,FJ-0381,50,50,0,0,0
569,FJ-0394,50,50,0,0,0
569,FJ-0426,50,50,0,0,0
569,FJ-0430,50,50,0,-,0
573,FJ-0303,45,40,-,0,5
573,FJ-0413,45,45,0,0,0
573,FJ-0586,45,20,20,0,5
576,FJ-0421,40,40,0,0,0
576,FJ-0423,40,40,0,0,0
576,FJ-0440,40,40,0,0,0
579,FJ-0342,35,35,0,0,0
579,FJ-0422,35,35,0,0,0
581,FJ-0367,34,30,4,0,0
582,FJ-0059,30,0,0,0,30
582,FJ-0401,30,30,0,0,0
584,FJ-0549,29,0,24,0,5
585,FJ-0297,28,20,0,8,0
586,FJ-0227,25,25,0,0,0
586,FJ-0284,25,25,0,0,0
588,FJ-0591,23,15,8,0,0
589,FJ-0270,20,20,0,-,-
589,FJ-0323,20,15,0,0,5
589,FJ-0333,20,20,0,0,0
589,FJ-0439,20,20,0,0,0
589,FJ-0446,20,20,0,0,0
594,FJ-0420,19,15,4,0,0
595,FJ-0433,15,15,0,0,0
595,FJ-0445,15,15,0,0,0
595,FJ-0620,15,15,0,0,0
598,FJ-0321,8,0,8,0,0
598,FJ-0534,8,0,0,8,0
598,FJ-0614,8,0,8,0,0
601,FJ-0447,5,5,0,0,0
601,FJ-0448,5,5,0,-,-
603,FJ-0006,0,0,0,0,0
603,FJ-0231,0,0,0,0,0
603,FJ-0304,0,0,0,-,-
603,FJ-0308,0,0,0,0,0
603,FJ-0334,0,0,0,-,0
603,FJ-0353,0,0,0,0,0
603,FJ-0395,0,0,0,0,0
603,FJ-0402,0,0,0,0,0
603,FJ-0410,0,0,0,0,0
603,FJ-0429,0,0,0,0,0
603,FJ-0432,0,0,0,0,0
